,tweets,classification
900,jhongsampl urgent noticether big crack mid edsa sb frnt f petron connecticut,situational_update
901,vg cruz street cor piy margal ankledeep flood subsid fast,situational_update
902,filmor corner arellano street makati flood ankl high passabl,situational_update
903,anthoni taberna bilibid inmat skip meal donat flood victim instead kudo,situational_update
904,lester abuel famili stuck hous provid water amp run food,call_for_action
905,class suspend makati citi tom,situational_update
906,flood ale road impass august 9,situational_update
907,flood statu brgi polo valenzuela citi,situational_update
908,flood ale marco hiway masinag marikina passabl type vehicl,situational_update
909,60 flood,situational_update
910,class level entir provinc cavit august 9 conform malacanang anno,situational_update
911,marikina river level gone 2 meter,situational_update
912,pagasa websit code orang warn metro manila issu 900,situational_update
913,red warn signal issu 0430 pm,situational_update
914,updat mayor lim delet earlier tweet say manila announc class suspens 10pm,situational_update
915,yellow warn signal,situational_update
916,4 donationdir need good u drop donationaloha hotel roxa blvd pl,call_for_action
917,flood macabeb,situational_update
918,peopl need help text 09051456217 09293510068 09323608563 retweet,call_for_action
919,orang warn signal issu 0900,situational_update
920,box need uaampp send thank,call_for_action
921,marikina sportscent relief oper goin,situational_update
922,marco hiway filinvest marikina passabl vehicl,situational_update
923,water level downstream marikina river refer sto nino station near provid villag expect rise,situational_update
924,davaoeno drop ur donationflood victim samahan offic ateneo de davao univers colleg,donation
925,class ff area remain suspend k h tom,situational_update
926,class level ue manila ue caloocan suspend pre ester garcia aug 09,situational_update
927,amaz pba fan wanna help u cn dep amt pba press corp ucpb acct amp email pbabahaass,situational_update
928,pl po need donationdistribut migz orquiza 38 saint mari st provid villag marikina 09063368757,call_for_action
929,pl need rescu geraldin gutierrez 7 robin st mariano subd cainta rizal food yesterday,call_for_action
930,advisori number code lift today aug 9,situational_update
931,1042pm expect thunderstorm camanava,situational_update
932,soup kitchen 31 juan luna street san lorenzo villag want help,call_for_action
933,class suspend level,situational_update
934,san juan suspend class level tomorrow,situational_update
935,500pm torrenti rain 400550 mmhr qc,situational_update
936,flood ale recto manila passabl 1230pm,situational_update
937,flood updat edsa flood ptuazon tunnel,situational_update
938,flood rescu hotlin 136 028820925 09186511544 sma 09054853900 globe 09423963890 sun,situational_update
939,help victim habagat pl donat red cross globe sub,call_for_action
940,visit request forupd receiv rescu databas donat,situational_update
941,good morn feast central mall center accept donationflood victim laguna center open 1 5 pm today,situational_update
942,marikina river swollen water reced nearbi villag look like war zone,situational_update
943,flood ale marco hiway masinag marikina passabl vehicl,situational_update
944,water level downstream marikina river refer sto nio station near provid villag expect rise,situational_update
945,citi offer payment holiday floodhit custom,situational_update
946,pl help pl save 7 dog 60 f manalo st brgi calzadatipa taguig contact 0917551198,call_for_action
947,kneedeep flood manila citi halllawton area photo,situational_update
948,pagasa 7am advisori yellow warn metro manila lightmoder occasion heavyintens rain 2 hr,situational_update
949,flood ale araneta e rodriguez manila passabl type vehicl,situational_update
950,friend oversea help victim habagat pl donat red cross paypal pl visit,call_for_action
951,gk oper iwanan contact number qc area 09991889683,situational_update
952,light rain shower amp dark cloud slowli clearng sky la pia hope n othr part manila,situational_update
953,emerg text servic prepaid,situational_update
954,append tweet rescu op,situational_update
955,advisori number code effect tomorrow aug 10 friday,situational_update
956,dori carbon amp famili need help 10b l santo,call_for_action
957,qc road open vehicl better weather condit thursday,situational_update
958,mmda flood rescu hotlin 136 028820925 09186511544 sma 09054853900 globe 09423963890 sun,situational_update
959,quezon citi class tomorrow friday level bd,situational_update
960,aug 10 class suspend level caloocan,situational_update
961,class offic work tup manila resum tomorrow aug 10 dissemin thank,situational_update
962,udm known citi colleg manila plm resum class tomorrow,situational_update
963,heavi downpour qc,situational_update
964,rescu effort continu,situational_update
965,malabon flood wors ondoy,situational_update
966,paper plate need relief op uaampp,call_for_action
967,flood roxa blvd malat church area head un,situational_update
968,assumpt antipolo accept donation8am4pm everyday,donation
969,cainta junction passabl light vehicl cainta traffic 64600446557368 loc164,situational_update
970,help need brgi hall camia st de castro subd pasig cityther kid help,call_for_action
971,flood ale cp garcia waist deep passabl type vehicl ateneo sb knee deep passabl,situational_update
972,911 hous hacienda avenu,situational_update
973,state calam san juan,situational_update
974,flood ale pburgo financ manila passabl 1230pm,situational_update
975,flood ale 929am araneta maria clara manila passabl type vehicl,situational_update
976,pl ppol mariano caintain need foodno help fr local govt nowpl pl,call_for_action
977,here updat list evacu center,situational_update
978,pl help dori carbon amp famili need help 10b l santo,call_for_action
979,thunderstorm warn 1 issu 1040pm,situational_update
980,mirror mjfcworldwid donationdr ongo pl,donation
981,new pagasa color code yellow monitor orang previou green alert possibl evacu red evacu,situational_update
982,got text uniqlo donat 3m p15m sm foundat flood victim thank kind,donation
983,class pasig citi suspend tomorrow,situational_update
984,laguna gov er ejercito announc interview dzbb class level laguna suspend,situational_update
985,manila waterworld massiv flood million peopl impact,situational_update
986,pagasa 630am thunderstorm warn quezon citi nearbi area termin,situational_update
987,flood ale rosario tramoortiga extn pasig passabl type vehicl,situational_update
988,help victim habagat pl donat red cross smart,call_for_action
989,pagasa upgrad rainfal warn metro manila green expect heavi intens rain 2 hr,situational_update
990,flood ale espaalacson manila passabl 1230pm,situational_update
991,so cousin 4 kid need rescu 517 ilang ilang st bayanihan vilag cainta rizal,call_for_action
992,malacaang declar class metro manila,situational_update
993,1005ammod heavi rain vicin bulacan light moder rain zambal,situational_update
994,clarif class pre school high school bacoor,situational_update
995,redcrosslaguna chapter accept donationvictim recent flood ht,donation
996,manila today experienc earthquak kindli,situational_update
997,advisori class suspend makati citi tom,situational_update
998,safest rout makati antipolo ortiga ext marco hiway passabl,situational_update
999,chestdeep flood c5pasig infront sm hypermarket vehicl go north bound advis altern rout intens traffic,situational_update
1000,urgent notic big crack mid edsa sb frt f petron connecticut,situational_update
1001,revis pagasa colorcod warn signal,situational_update
1002,flood ale edsa ptuazon tunnel nb amp sb waist deep,situational_update
1003,springlan resid taguig acacia estat trap water waistdeep,situational_update
1004,romi estrellaful class pre school high school baliwag,situational_update
1005,thunderstorm warn 5,situational_update
1006,class resum level olfu antipolo campu accord mayor danilo leybl,situational_update
1007,uaampp 712pm evacu center pasig area need immedi relief good readi deploy,situational_update
1008,pagasa downgrad metro manila yellow warn,situational_update
1009,monsoon rain flood manila focu atlant,situational_update
1010,flood measur inch passabl type vehicl 612 flood passabl type cont,situational_update
1011,huge crack edsa southbound near connecticutpetron safeti,situational_update
1012,pl pl pl peopl trap insid hous csanto brgi niugan malabon,call_for_action
1013,stand class level entir provinc cavit guid accordingli yey,situational_update
1014,suspend 10 aug 2012 makati citi,situational_update
1015,help trap 3 day food 3 famili villa philomena,call_for_action
1016,class aug 9 ateneo gradeschool amp h,situational_update
1017,flood water pour macarthur hwi polo brewerysan miguel factori,situational_update
1018,donat p5 nation red cross text red ltspacegt 2899 globe 4143 smart htt,donation
1019,class tom caloocan,situational_update
1020,0940pm pass moder heavi 50150 mmhr rain vicin camanava,situational_update
1021,qc class level aug 910 m class claret,situational_update
1022,evacue f de mesa elem school muntinlupa citi resid inund area laguna lake,situational_update
1023,feu class,situational_update
1024,7 chickade st phase 4 countri home cainta rizal,situational_update
1025,need help 3 senior citizen 113 brgi sta teresita,call_for_action
1026,there big crack mid edsa sb petron connecticut,situational_update
1027,uaampp need good can good,call_for_action
1028,ue presid ester garcia suspend class level ue manila ue caloocan tomorrow,situational_update
1029,pagasa rais orang green warn ncr moder heavi qc,situational_update
1030,pagasa downgrad metro manila yellow warn thank lord,situational_update
1031,aug 9 325pm flood subsid st raymund bldg cfr paulu factora csir jom de guzman,situational_update
1032,rainfal warn signal termin issu 1220 pm,situational_update
1033,rescu need charllot brian sanchez gladiola st midtown subd cainta rizal kid pl,call_for_action
1034,help phase 4 countri holm cainta,call_for_action
1035,flood ale area passabl vehicl list number code thursday,situational_update
1036,uaampp 507 donationcan good taguig thank donor need volunt help unpack sort,donation
1037,emerg pagasa4338526 mmda136 ndrrmc9111406 dpwh3043713 red cross143 phil coast guard5273877 pnp117 dotc,situational_update
1038,good news pagasa 1220pm advisori rainfal warn signal metro manila termin,situational_update
1039,here list evacu center metro manila,situational_update
1040,gma news inform public code green pagasa rainfal warn system chang cont,situational_update
1041,advisori class earist manila cavit campu resum tomorrow,situational_update
1042,715am rain qc minut rain expect north manila south pasig,situational_update
1043,class suspend level public,situational_update
1044,everyon info kindli check timelin floodtraff updat thank,situational_update
1045,advis lpu manila suspend class august 10,situational_update
1046,updat number code lift tomorrow aug 9 metro manila includ makati,situational_update
1047,red warn signal metro manila,situational_update
1048,monsoon updat announc launch v3 request rescu locat automap,situational_update
1049,edsa safe remind alert rel take edsa southbound rout report crack,situational_update
1050,encourag report success rescu better updat vi,situational_update
1051,palac suspend class level tomorrow ncr,situational_update
1052,pup advisori class offic work tomorrow august 9,situational_update
1053,ask mmda pagasa project noah youv read tweet answer,situational_update
1054,flood ale rmb pureza direct passabl type vehicl,situational_update
1055,class aug 9 patero,situational_update
1056,pagasa 1030am advisori yellow warn moderateheavi rain camanava lightmoder qc,situational_update
1057,pl dont c5 flyover ortigastiendesita water dont risk,situational_update
1058,flood situat marco hw vermont royal filinvest east 920am,situational_update
1059,palac class ncr,situational_update
1060,mirror mjfcworldwid donationdr ongo,donation
1061,pasay citi state calam,situational_update
1062,final make sens yellowgt orangegt red pagasa chang green rain warn orang h,situational_update
1063,oper bayanihan relief oper gma kapuso foundat 2nd flr,donation
1064,la mesa dam water level increas 8034m 6pm 19cm overflow progress red alert,situational_update
1065,advisori 611 pm class suspend aug 10,situational_update
1066,anthoni taberna bilibid inmat skip meal donat flood victim instead heart bilibid,donation
1067,help victim habagat pl donat red cross paypal pl visit,call_for_action
1068,934pm pass rain qc,situational_update
1069,theyr bring good hospit need help help qc lang,call_for_action
1070,class level entir provinc cavit august 9 conform malacanang announcem,situational_update
1071,1130am yellow warningupdatesbas 1100am observ,situational_update
1072,taytay rizal need readi eat food medicin tweet info,situational_update
1073,uerm qc de lo santo medic center qc need diesel gener immedi infant patient help,call_for_action
1074,marikina river water level 2010m 9am,situational_update
1075,remind govern advisori rescu oper,situational_update
1076,aug 10 preschoolhigh school class suspend makati,situational_update
1077,12k prison muntinlupa jail gave meal yday donat flood victim 100 congressman,donation
1078,laguna gov er ejercito announc class suspens k h tomorrow,situational_update
1079,quezon citi mayor herbert bautista decid suspend class level,situational_update
1080,manila remain state calam today factor consid class tomorrow,situational_update
1081,4 hu want 2 don8 im rais 38thou 4 h2o 4 2000fam evac hero hall c,situational_update
1082,manila flood death toll mount 72,situational_update
1083,usc34 class tom class amp offic work manila remain suspend notic pgh remain operationa,situational_update
1084,encourag report success rescu tweet help updat,situational_update
1085,class tom aug 10,situational_update
1086,whew good news angat dam pagasa confid wont reach spill level 213m today,situational_update
1087,huge crack edsa southbound near connecticutpetron slow,situational_update
1088,dededph class aug 9 patero,situational_update
1089,need noodl can good send home offic,call_for_action
1090,live quezon citi abl donat place,donation
1091,646am rain expect metro manila morn,situational_update
1092,qc mayor herbert bautista declar suspens class level friday august 10,situational_update
1093,qc suspend class level public privat school till friday,situational_update
1094,need volunt pack ton relief item qc offic 3748413 look joy bautista,call_for_action
1095,stgreenpark villag cainta rizal nr basketbal court 09195581831 hendri fajarito need rescu,call_for_action
1096,clear flood condit multipl rout washington co756am,situational_update
1097,0350pm moder heavi rain vicin zambal,situational_update
1098,neck level flood masinag famili strand masinag petron near 7eleven 2 kid friend,call_for_action
1099,food suppli de castro countrysid ortiga ext pasig citi,situational_update
1100,help victim flood,call_for_action
1101,pagasa declar red warn signal 430pm preemptiv evacu tullahan river wish,situational_update
1102,need help 3 senior citizens113 brgi sta teresita,call_for_action
1103,villa rica caintariz need drink water pl,call_for_action
1104,espana 5pm flood free cthmsc,situational_update
1105,need help flood map share statu flood level v,call_for_action
1106,san pedro laguna landayan water gtting higher n area near lake fellow jennylynian trap,situational_update
1107,class taguig citi level public privat suspend tomorrow,situational_update
1108,pampanga suspend preschoolcolleg class aug 9,situational_update
1109,marikina river water level steadi 1868 meter 15 hour 600 pm,situational_update
1110,yoga accept relief good qc area 3f il terrazzo bldg,donation
1111,help professor ronald ignacio trap parkhom subdivis guitnagbayan 2 san mateo,call_for_action
1112,yellow warn signal issu 0850 pm,situational_update
1113,educ student help rescu jaja vigilia ust educ cont,call_for_action
1114,paranaqu citi suspend class level public privat tomorrow,situational_update
1115,marco hiway near filinvest passabl light vehicl,situational_update
1116,follow school accept donationuaampp,donation
1117,dost project noah ask donationpl ignor advantag situat,call_for_action
1118,realtim doppler amp flood warn report project noah fyi,situational_update
1119,will pick donationmakati area ill bring dlsu sagip metro dm twitter thank,situational_update
1120,uniqlo donat 3 million yen flood victim philippin monsoon relief,donation
1121,pagasa chang green rainfal warn system orang effect today,situational_update
1122,relief op cont assumpt antipolo drop donationthank pl,call_for_action
1123,pl rescu frnd 24 b medina st armel villag,call_for_action
1124,sister need rescu 20 apt1 almond st ph8 marietta vill stalucia pasig 1st floor flood food w babi,call_for_action
1125,quezon citi mayor herbert bautista announc post class cont,situational_update
1126,curatcha famili 51 dona juana st potrero,situational_update
1127,jonvic remulla class tomorrow bacoor,situational_update
1128,4day old babi critic condit stuck ellipt rd go east ave med center ambul plate,call_for_action
1129,12000 prison muntinlupa jail gave meal yesterday food donat,situational_update
1130,espaalacson manila waist deep passabl light vehicl,situational_update
1131,12k prison muntinlupa jail gave meal yday donat flood victim 10,situational_update
1132,9am flood tumana chest deep strong current,situational_update
1133,valenzuela citi public advisori class suspend preschool,situational_update
1134,uaampp volunt run good pack,situational_update
1135,pagasa expect light moder rain w occasion moder heavi rain qc,situational_update
1136,attn upd student qc area read relief op tmrw,situational_update
1137,advisori 8 august 2012 class mapa intramuro makati suspend tomorrow,situational_update
1138,let small share provid aid flood victim,call_for_action
1139,provinc laguna suspend class preschool high school,situational_update
1140,updat quezon citi suspend preschoolcolleg class aug 9,situational_update
1141,pasay citi mayor declar entir citi state calam,situational_update
1142,like water world half manila flood,situational_update
1143,marikina river water level sto nino station 2037 meter,situational_update
1144,oh thank god affect laguna bay water rise affect barangay cabuyao laguna,emotional_support
1145,receiv talim island amp need help continu bring donat,call_for_action
1146,orang warn metro manila,situational_update
1147,flood ale bbb mc arthur valenzuela passabl type vehicl 335pm,situational_update
1148,uerm qcampd lo santo medic center qc need diesel gener infant patient uerm 09228934003,call_for_action
1149,thank god water subsid marikina river near area,emotional_support
1150,delug monsoon rain overshadow ondoy read,situational_update
1151,help aiza torrefiel 09173488003 46 e thaddeu st marietta romeo villag sta lucia pasig,situational_update
1152,brgygreat fairview ask donationfood,call_for_action
1153,help fight flood complet databas place volunt donationpread word,call_for_action
1154,new pagasa alert system red 30mm rain,situational_update
1155,pagasa 850pm advisori yellow warn metro manila moderateintens rain 2 hr,situational_update
1156,laguna suspend preschoolhigh school class public privat aug 9,situational_update
1157,water level marikina river ea,situational_update
1158,makati traffic advisori 611 pm class suspend aug 10,situational_update
1159,pl gemini st villariva subd sto domingo cainta rizal,situational_update
1160,moder heavi rainfal hour brgi batasan hill,situational_update
1161,pl send boat cainta rizal,call_for_action
1162,flood ale life home cainta jucntion passabl type vehicl 145pm,situational_update
1163,need rescu lester abuel 09275791228,call_for_action
1164,guid accordingli revis pagasa colorcod warn signal,situational_update
1165,1 resourc relat 2012 philippin flood crisi respons,situational_update
1166,quezon citi suspend preschoolhigh school class public aug 9,situational_update
1167,san mateo class suspend,situational_update
1168,rescu diver need 101 kapiligan st dona imelda qc contact apin campo 09164925927 pl repost,call_for_action
1169,flood ale e rodriguez araneta passabl type vehicl,situational_update
1170,donat 3 million yen flood victim philippin monsoon relief,donation
1171,pagasa revis rainfal warn system,situational_update
1172,peopl 2846 lolo ambo st villa alfonso pasig citi need food water,call_for_action
1173,manila state calam safe manileo,situational_update
1174,flood philippin kill 19,situational_update
1175,flood height road descript explain,situational_update
1176,flood ale r papa rizal ave caloocan passabl type vehicl,situational_update
1177,look evacu center qc 500750 evacue hasnt receiv relief good thank,call_for_action
1178,lester abuel famili need food water 80 st mari st,call_for_action
1179,warn there big crack middl edsa southbound frnt petron connecticut,situational_update
1180,12 16 brgi marikina affect flood,situational_update
1181,unifi hashtag govt advisori rescu op relief op flood alert,situational_update
1182,pagasa chang green rain warn orang,situational_update
1183,here consolid reliefvolunt list area,situational_update
1184,commonwealth north bound come diliman,situational_update
1185,advisori updat class level offic work pup metro manila campu remain suspend thur,situational_update
1186,afp chief staff dellosa distribut relief good pasig evacue,donation
1187,photo widespread flood continu manila,situational_update
1188,marikina rescu 6462436,situational_update
1189,report nasti hole edsa near conneticut n tire report damag pl block,situational_update
1190,pagasadost keep close eye angat dam water level rise steadili angat 1m away fr spill level,situational_update
1191,cant need donation1000 famili affect lower antipolo help,call_for_action
1192,hope manresa school bf paranaqu accept donationvictim,donation
1193,flood high mcarthur highway,situational_update
1194,depend flood doctor la mesa fast amp effici servic 247 619 460444,situational_update
1195,state calam declar provinc bulacan,situational_update
1196,bosco technic colleg mandaluyong suspend class amp work rest week,situational_update
1197,miss peopl need help text 09051456217 09293510068 09323608563,call_for_action
1198,class offic oper feu cavit suspend tomorrow august 9,situational_update
1199,manila resum class,situational_update
1200,flood ale timog morato passabl light vehicl,situational_update
1201,sebastinian class level sscr manila suspend aug 10,situational_update
1202,help bea bautista,call_for_action
1203,80 metro flood far,situational_update
1204,traffic updat 915 pm c5 sb libi kalayaanfast move,situational_update
1205,live wire report ust espaa dapitan help,situational_update
1206,manila swamp heaviest rain year,situational_update
1207,help professor ronald ignacio trap parkhom subdivis guitnagbayan 2 san mateo rizal,call_for_action
1208,urgent notic there big crack mid edsa sb frnt f petron connecticut,situational_update
1209,ateneo h sourc suppli donationcom,donation
1210,angelbrigad need can good,call_for_action
1211,ortiga extens cainta bayanihan road waist deep passabl light heavi vehicl,situational_update
1212,lsgh relief oper go donationneed volunt drop donationg 2 alo,donation
1213,class level suspend pasig tomorrow,situational_update
1214,repack ongo join 2f franck provost build,situational_update
1215,buendia corner south super hi way knee deep flood,situational_update
1216,laguna suspend class level aug 10,situational_update
1217,help find man,call_for_action
1218,babi dsanto hospit need help,call_for_action
1219,finish rescu elderli diabet caintawil quick lunch continu area,call_for_action
1220,flood espanya,situational_update
1221,east ave near corner edsa passabl vehicl altern rout,situational_update
1222,thigh deep c5 hypermarket,situational_update
1223,univers east class suspend level ue manila amp ue caloocan,situational_update
1224,bewar red cross impostor angelo agsaluna amp stephani gabutero go ortiga cbd ask flood donat,call_for_action
1225,huge crack edsa southbound near connecticutpetron yeah die,situational_update
1226,protg finalist lend helpinghand flood victim gma telethon,situational_update
1227,class offic work tup manila resum tomorrow aug 10 dissemin thank oha,situational_update
1228,current need can good relief oper victori makati accept donationtil 6,call_for_action
1229,522pm subic radar imag show heavi rain qc move marikina,situational_update
1230,manila class suspend,situational_update
1231,wow uniqlo go donat 3 million yen 15m peso flood victim,donation
1232,pl help 22 b evangelista st xaviervil 1 qc neil flore 20 peopl hous send help,call_for_action
1233,marikina river water level 20,situational_update
1234,pagasa lift rain warn ncr,situational_update
1235,tune anc pastor glenn interview ongo relief rescu oper,situational_update
1236,marikina river continu reced 505pm,situational_update
1237,need volunt whitespac pasong tamo ext good,call_for_action
1238,code green pagasa rainfal warn system chang orangecont,situational_update
1239,swing today donat profit flood victim thank,donation
1240,help pl need big truck marikina,call_for_action
1241,pagasa 5am advisori thunderstorm warn signal qc,situational_update
1242,philippin capit citi manila state calam 60 percent street flood,situational_update
1243,addit class aug 9 preschool h taytay rizal,situational_update
1244,mayor herbert bautista need declar state calam quezon citi,situational_update
1245,red warn signal rais metro manila anew,situational_update
1246,start glimps sunshin makati yahoooooo,situational_update
1247,yike 0525pm 0500pm observ torrenti rainfal 400550 mmhr qc,situational_update
1248,god bless provinc countri philippin bulacan state calam,emotional_support
1249,help friend aura dagcutan need rescu narra st road 2 paradis malanday food,call_for_action
1250,paranaqu suspend class level tom accord mayor jun bernab,situational_update
1251,ndrrmc updat flood bulletin no5 pampanga river basin alli river,situational_update
1252,646am moderateheavi rain balanga citi,situational_update
1253,suspens class level public amp privat navota citi extend tom,situational_update
1254,area desper good particular tweet buy relief good,call_for_action
1255,abl save life likewis bring food need san juan,call_for_action
1256,philippin ramp flood relief,donation
1257,pagasa satellit imag 432pm august 8,situational_update
1258,emerg hotlin ndrrmc 9111406 mmda 136 red cross 1439111876 pagasa 4338526 phil coast guard 5273877,situational_update
1259,stop rescueph hash tag rescu relat make harder rescuer real r,situational_update
1260,water rose quickli marikina river start midnight night peak 2814 upper marikina river 130am,situational_update
1261,class resum tomorrow,situational_update
1262,rain pampanga,situational_update
1263,complet databas place volunt donationpread word,situational_update
1264,class suspend tomorrow aug 9 zambal,situational_update
1265,marikina river water level 186m 1245pm,situational_update
1266,manila updat work manila citi hall suspend,situational_update
1267,rescuemanibo hous familyneighbor 2nd flr elecfoodwat locat woodpeck st,situational_update
1268,12k prison muntinlupa jail gave meal yesterday food 2 donat 2 flood victim,donation
1269,class suspend tmrw citi govt taguig suspend class,situational_update
1270,marikina 161 water level marikina river reced 189 meter 12nn 09aug2012 206m 550am today,situational_update
1271,help flood victim muntinlupa,call_for_action
1272,reput nonprofitsociociv organ avail pal free airlift send relief good counterpart ncr,donation
1273,class level entir provinc cavit suspend f august 9 thank,situational_update
1274,wrong c5 northbound move movement 30 minut,situational_update
1275,pl gov er ejercito announc interview dzbb class level laguna suspend,situational_update
1276,tomorrow preschool colleg class taguig citi lani cayetano said do por do,situational_update
1277,czher acampado43 manapat st taong malabon need food amp water dm contact num need,call_for_action
1278,jci san fernando cabalen accept donationflood victim food,donation
1279,flood ale espana antipolo passabl 1230pm,situational_update
1280,green orang pagasa chang rain warn color code,situational_update
1281,abl distribut 4746 relief pack 5 differ citi metro manila 200 volunt,situational_update
1282,case miss pagasa color warn rainfal yellow,situational_update
1283,sign snow patrol cd sold araneta later 1k proce donat flood victim,donation
1284,help rescu jaja vigilia ust educ student,call_for_action
1285,provinci bulacan rescu 7910566 7911053 6624367 7910209 7911604,situational_update
1286,xaviervil 1 2 resid advis flood quickli rise area pl evacu earli,situational_update
1287,help need 2m flood victim manila,call_for_action
1288,miriam colleg need donationric,call_for_action
1289,hashtag relief op rescu concern amp gen flood news pl gu,situational_update
1290,send relief good yoh froz banaw,call_for_action
1291,want involv pack relief good proceed san juan arena look lynn manansala,situational_update
1292,way ateneo flood bluewav marikina probabl kneedeep,situational_update
1293,ateneo h reliefph urgent 3000 good destin peopl pick distribut accordingli hurri,call_for_action
1294,class paranaqu accdg mayor bernab,situational_update
1295,katipunan flood anymor wors 40 minut ago,situational_update
1296,la mesa dam quezon citi remain red alert level thursday water level exceed normal level,situational_update
1297,12k prison muntinlupa jail gave meal food donat flood victim congressman leggo,donation
1298,pl rescu 139 princeton st,call_for_action
1299,list flood road wednesday afternoon,situational_update
1300,trap insid hous flood rise address 16b evangelista st xaviervil 1 quezon citi,call_for_action
1301,number help inquiri updat pampanga pdrrmc provinci,situational_update
1302,appeal help million philippin flood victim yahoo7,donation
1303,mom collect donationbottl water flood victim like donat,donation
1304,citi offer payment holiday floodhit custom bank show heart mmmm better read fine print,situational_update
1305,aerial photo show extent metro manila flood,situational_update
1306,flood ale marco hiway filinvest marikina passabl vehicl thank god,situational_update
1307,manila class suspend preschool high school public school aug 10,situational_update
1308,heavi rain qc,situational_update
1309,child drown flood,situational_update
1310,updat bring donationvolunt,donation
1311,pagasa weather improv weekend,situational_update
1312,knee deep flood imelda avenu,situational_update
1313,class suspend makati hizzl hous foshizl,situational_update
1314,list flood road wednesday afternoon 5pm,situational_update
1315,south manila commut trip resum pm train airblast dri part inund flood water,situational_update
1316,thank god pagasa 1220pm advisori rainfal warn signal metro manila termin,emotional_support
1317,urgent noticebig crack mid edsa sb petron connecticut,situational_update
1318,class offic work technolog univers philippinesmanila resum tomorrow,situational_update
1319,drop malvar batanga relief good cloth want victim flood,donation
1320,resourc relat 2012 philippin flood googl crisi respons,situational_update
1321,antonio commonwealth qc chestdeep oh gee,situational_update
1322,help 300 pack meal fr transport bf home qc katip dinner brgi pa,donation
1323,pl let know u help way accept donat,donation
1324,abiso marikenyogtmarikina hotlin 6829573gtfor donationkind cash,donation
1325,0951pm expect occasion thunderstorm amp mod heavi rain 50150 mmhr vicin camanava,situational_update
1326,list flood road metro manila 10am,situational_update
1327,need donationuaampp,call_for_action
1328,class level offic work pup metro manila campu remain suspend thur,situational_update
1329,oh katipunan kneedeep flood qc circl start flood,situational_update
1330,pl dont tweet photo fr ondoy past calam caus panic,call_for_action
1331,pl need antibiot amp med care 94yr old lola amp tita trap anaheim stpark place cainta justita orosa,call_for_action
1332,filam worri floodhit kin ph,situational_update
1333,cbtl open noncash donationflood victim visit nearest cbtl branch donat,donation
1334,philippin red cross bat chapter accept relief good,donation
1335,aten h kitchen updat 150 pm donat total 5490 meal pack woot woot,donation
1336,hashtag relief op rescu concern amp gen flood news pl gu,situational_update
1337,send relief good yoh froz banaw,call_for_action
1338,want involv pack relief good proceed san juan arena look lynn manansala,situational_update
1339,way ateneo flood bluewav marikina probabl kneedeep,situational_update
1340,ateneo h reliefph urgent 3000 good destin peopl pick distribut accordingli hurri,donation
1341,class paranaqu accdg mayor bernab,situational_update
1342,katipunan flood anymor wors 40 minut ago,situational_update
1343,la mesa dam quezon citi remain red alert level thursday water level exceed normal level,situational_update
1344,12k prison muntinlupa jail gave meal food donat flood victim congressman leggo,donation
1345,pl rescu 139 princeton st,call_for_action
1346,list flood road wednesday afternoon,situational_update
1347,trap insid hous flood rise address 16b evangelista st xaviervil 1 quezon citi,call_for_action
1348,number help inquiri updat pampanga pdrrmc provinci,situational_update
1349,appeal help million philippin flood victim yahoo8,donation
1350,mom collect donationbottl water flood victim like donat,donation
1351,citi offer payment holiday floodhit custom bank show heart mmmm better read fine print,situational_update
1352,aerial photo show extent metro manila flood,situational_update
1353,flood ale marco hiway filinvest marikina passabl vehicl thank god,situational_update
1354,manila class suspend preschool high school public school aug 11,situational_update
1355,heavi rain qc,situational_update
1356,child drown flood,situational_update
1357,updat bring donationvolunt,donation
1358,pagasa weather improv weekend,situational_update
1359,knee deep flood imelda avenu,situational_update
1360,class suspend makati hizzl hous foshizl,situational_update
1361,list flood road wednesday afternoon 5pm,situational_update
1362,south manila commut trip resum pm train airblast dri part inund flood water,situational_update
1363,thank god pagasa 1220pm advisori rainfal warn signal metro manila termin,emotional_support
1364,urgent noticebig crack mid edsa sb petron connecticut,situational_update
1365,class offic work technolog univers philippinesmanila resum tomorrow,situational_update
1366,drop malvar batanga relief good cloth want victim flood,donation
1367,resourc relat 2012 philippin flood googl crisi respons,situational_update
1368,antonio commonwealth qc chestdeep oh gee,situational_update
1369,help 300 pack meal fr transport bf home qc katip dinner brgi pa,call_for_action
1370,pl let know u help way accept donat,donation
1371,abiso marikenyogtmarikina hotlin 6829573gtfor donationkind cash,situational_update
1372,0951pm expect occasion thunderstorm amp mod heavi rain 50150 mmhr vicin camanava,situational_update
1373,list flood road metro manila 10am,situational_update
1374,need donationuaampp,call_for_action
1375,class level offic work pup metro manila campu remain suspend thur,situational_update
1376,oh katipunan kneedeep flood qc circl start flood,situational_update
1377,pl dont tweet photo fr ondoy past calam caus panic,call_for_action
1378,pl need antibiot amp med care 94yr old lola amp tita trap anaheim stpark place cainta justita orosa,call_for_action
1379,filam worri floodhit kin ph,situational_update
1380,cbtl open noncash donationflood victim visit nearest cbtl branch donat,donation
1381,philippin red cross bat chapter accept relief good,donation
1382,aten h kitchen updat 150 pm donat total 5490 meal pack woot woot,donation
1383,hashtag relief op rescu concern amp gen flood news pl gu,situational_update
1384,send relief good yoh froz banaw,call_for_action
1385,want involv pack relief good proceed san juan arena look lynn manansala,situational_update
1386,way ateneo flood bluewav marikina probabl kneedeep,situational_update
